Pbar	depth	H2O_melt	CO2_melt	S6+_melt	S2-_melt	Stot_melt	SO2_melt	H2Ogas	CO2gas	SO2gas	Sgas	mH2Ogas	mCO2gas	mSO2gas	mS2gas	mH2Sgas	mS_released	mSulfur_released	Spart	Exsolv_vol_wt	Gas_wt	RhoBulk	rhomelt	dd_dp_bulk	beta_bulk	rv_bulk	z_bulk	dd_dp_melt	beta_melt	rv_melt	z_melt
8.31672e+03	3.68976e+01	1.00000e+01	2.00000e+00	4.15845e-01	4.15506e-03	4.20000e-01	8.40000e-01	1.86451e-07	3.69572e-07	4.33295e-09	3.39200e-07	3.37849e-07	2.74127e-07	2.20786e-09	4.08606e-08	3.42997e-07	9.96923e-08	8.71608e-06	1.03201e-17	8.65000e-07	1.00000e-06	2.51407e+03	2.51407e+03	nan	nan	nan	nan	nan	nan	nan	nan
8.31600e+03	3.68944e+01	9.99957e+00	1.99947e+00	4.15133e-01	4.26439e-03	4.19397e-01	8.38794e-01	2.67801e-04	5.30722e-04	6.37827e-06	4.86445e-04	4.85535e-04	3.93886e-04	3.25191e-06	5.95571e-05	4.92091e-04	1.46556e-04	1.25040e-02	1.51934e-14	1.07500e-03	1.43711e-03	2.17520e+03	2.17519e+03	4.67854e-03	2.15066e-06	6.02284e+03	2.91198e-05	4.67871e-03	2.15084e-06	6.02335e+03	2.91174e-05
8.31500e+03	3.68900e+01	9.99630e+00	1.99546e+00	4.09576e-01	5.17760e-03	4.14754e-01	8.29508e-01	2.30094e-03	4.55491e-03	6.59737e-05	4.13105e-03	4.19107e-03	3.39620e-03	3.37924e-05	5.71461e-04	4.19235e-03	1.51589e-03	1.07608e-01	1.58929e-13	9.23800e-03	1.24074e-02	2.17540e+03	2.17529e+03	-2.04000e-06	-9.37664e-10	-1.62546e+00	-1.07924e-01	-1.07000e-06	-4.91862e-10	-3.77214e-01	-4.65058e-01
8.31400e+03	3.68855e+01	9.99289e+00	1.99132e+00	4.03500e-01	6.30817e-03	4.09808e-01	8.19616e-01	4.40939e-03	8.71763e-03	1.52678e-04	7.81477e-03	8.07314e-03	6.53367e-03	7.86086e-05	1.22384e-03	7.95752e-03	3.50812e-03	2.06626e-01	3.72281e-13	1.77110e-02	2.39073e-02	2.17562e+03	2.17541e+03	-2.16000e-06	-9.92672e-10	-1.77948e+00	-9.86065e-02	-1.12000e-06	-5.14806e-10	-4.41458e-01	-3.97475e-01
8.31300e+03	3.68811e+01	9.98802e+00	1.98543e+00	3.94248e-01	8.27019e-03	4.02519e-01	8.05038e-01	7.41121e-03	1.46249e-02	3.32370e-04	1.28773e-02	1.36764e-02	1.10476e-02	1.72478e-04	2.38891e-03	1.31743e-02	7.63686e-03	3.48366e-01	8.25233e-13	2.97920e-02	4.05221e-02	2.17595e+03	2.17557e+03	-3.26000e-06	-1.49802e-09	-3.19447e+00	-5.49421e-02	-1.69000e-06	-7.76762e-10	-1.17493e+00	-1.49379e-01
8.31200e+03	3.68767e+01	9.98427e+00	1.98090e+00	3.86606e-01	1.00799e-02	3.96686e-01	7.93372e-01	9.73038e-03	1.91742e-02	5.27099e-04	1.66324e-02	1.80698e-02	1.45759e-02	2.75261e-04	3.48815e-03	1.70727e-02	1.21113e-02	4.58388e-01	1.32816e-12	3.91370e-02	5.35587e-02	2.17620e+03	2.17570e+03	-2.54000e-06	-1.16709e-09	-2.26785e+00	-7.74095e-02	-1.25000e-06	-5.74509e-10	-6.08624e-01	-2.88442e-01
8.31100e+03	3.68722e+01	9.98189e+00	1.97803e+00	3.81538e-01	1.13599e-02	3.92898e-01	7.85796e-01	1.12043e-02	2.20600e-02	6.80222e-04	1.89453e-02	2.08909e-02	1.68374e-02	3.56659e-04	4.27554e-03	1.94834e-02	1.56297e-02	5.28404e-01	1.73066e-12	4.50800e-02	6.19290e-02	2.17636e+03	2.17577e+03	-1.57000e-06	-7.21353e-10	-1.01979e+00	-1.72188e-01	-7.20000e-07	-3.30910e-10	7.34523e-02	2.39060e+00
8.31000e+03	3.68678e+01	9.98016e+00	1.97593e+00	3.77744e-01	1.23539e-02	3.90098e-01	7.80196e-01	1.22798e-02	2.41639e-02	8.07541e-04	2.05965e-02	2.29631e-02	1.84970e-02	4.24650e-04	4.89137e-03	2.12077e-02	1.85551e-02	5.79477e-01	2.06946e-12	4.94170e-02	6.80745e-02	2.17647e+03	2.17582e+03	-1.11000e-06	-5.09981e-10	-4.27947e-01	-4.10419e-01	-4.70000e-07	-2.16007e-10	3.95180e-01	4.44450e-01
8.30900e+03	3.68634e+01	9.97878e+00	1.97425e+00	3.74659e-01	1.31827e-02	3.87842e-01	7.75684e-01	1.31398e-02	2.58454e-02	9.19195e-04	2.18947e-02	2.46280e-02	1.98297e-02	4.84478e-04	5.40735e-03	2.25643e-02	2.11204e-02	6.20261e-01	2.36939e-12	5.28850e-02	7.30088e-02	2.17655e+03	2.17585e+03	-8.50000e-07	-3.90514e-10	-9.34379e-02	-1.88018e+00	-3.40000e-07	-1.56259e-10	5.62475e-01	3.12333e-01
8.30800e+03	3.68589e+01	9.97762e+00	1.97284e+00	3.72024e-01	1.39040e-02	3.85928e-01	7.71856e-01	1.38655e-02	2.72635e-02	1.02036e-03	2.29747e-02	2.60377e-02	2.09578e-02	5.38830e-04	5.85791e-03	2.36932e-02	2.34447e-02	6.54612e-01	2.64330e-12	5.58110e-02	7.71840e-02	2.17662e+03	2.17588e+03	-6.90000e-07	-3.16997e-10	1.12409e-01	1.56323e+00	-2.50000e-07	-1.14895e-10	6.78294e-01	2.59065e-01
