Pbar	depth	H2O_melt	CO2_melt	S6+_melt	S2-_melt	Stot_melt	SO2_melt	H2Ogas	CO2gas	SO2gas	Sgas	mH2Ogas	mCO2gas	mSO2gas	mS2gas	mH2Sgas	mS_released	mSulfur_released	Spart	Exsolv_vol_wt	Gas_wt	RhoBulk	rhomelt	dd_dp_bulk	beta_bulk	rv_bulk	z_bulk	dd_dp_melt	beta_melt	rv_melt	z_melt
8.34884e+03	3.70401e+01	1.00000e+01	3.00000e+00	2.97055e-01	2.94483e-03	3.00000e-01	6.00000e-01	1.81473e-07	5.26571e-07	3.00645e-09	2.34222e-07	3.35321e-07	3.98291e-07	1.56218e-09	2.07028e-08	2.41513e-07	6.90549e-08	5.83005e-06	1.00080e-17	8.45000e-07	1.00000e-06	2.51471e+03	2.51471e+03	nan	nan	nan	nan	nan	nan	nan	nan
8.34800e+03	3.70364e+01	9.99987e+00	2.99974e+00	2.96902e-01	2.96359e-03	2.99865e-01	5.99730e-01	8.93595e-05	2.59273e-04	1.48896e-06	1.15279e-04	1.65126e-04	1.96122e-04	7.73724e-07	1.02271e-05	1.18869e-04	3.42121e-05	2.87126e-03	4.96054e-15	3.58000e-04	4.92401e-04	2.16372e+03	2.16372e+03	4.17648e-03	1.93020e-06	5.40555e+03	3.21969e-05	4.17652e-03	1.93024e-06	5.40568e+03	3.21961e-05
8.34700e+03	3.70319e+01	9.99917e+00	2.99831e+00	2.96057e-01	3.06413e-03	2.99121e-01	5.98242e-01	5.81798e-04	1.68802e-03	1.00086e-05	7.48885e-04	1.07550e-03	1.27735e-03	5.20280e-06	6.77812e-05	7.72324e-04	2.29965e-04	1.86814e-02	3.34273e-14	2.33100e-03	3.20642e-03	2.16376e+03	2.16373e+03	-3.70000e-07	-1.70997e-10	5.21207e-01	3.34001e-01	-1.30000e-07	-6.00814e-11	8.31772e-01	2.09293e-01
8.34600e+03	3.70275e+01	9.99872e+00	2.99740e+00	2.95512e-01	3.13056e-03	2.98643e-01	5.97286e-01	8.98111e-04	2.60563e-03	1.57675e-05	1.15433e-03	1.66063e-03	1.97219e-03	8.19845e-06	1.05823e-04	1.19057e-03	3.62286e-04	2.88246e-02	5.27465e-14	3.59800e-03	4.95007e-03	2.16378e+03	2.16373e+03	-1.80000e-07	-8.31873e-11	7.67076e-01	2.26999e-01	-2.00000e-08	-9.24328e-12	9.74119e-01	1.78752e-01
8.34500e+03	3.70231e+01	9.99826e+00	2.99648e+00	2.94964e-01	3.19850e-03	2.98162e-01	5.96324e-01	1.21533e-03	3.52578e-03	2.17755e-05	1.55972e-03	2.24772e-03	2.66929e-03	1.13251e-05	1.44829e-04	1.60883e-03	5.00334e-04	3.89877e-02	7.29640e-14	4.86800e-03	6.69901e-03	2.16379e+03	2.16373e+03	-1.70000e-07	-7.85652e-11	7.80018e-01	2.23286e-01	-2.00000e-08	-9.24328e-12	9.74119e-01	1.78795e-01
8.34400e+03	3.70186e+01	9.99781e+00	2.99556e+00	2.94412e-01	3.26799e-03	2.97680e-01	5.95360e-01	1.53343e-03	4.44837e-03	2.80406e-05	1.96501e-03	2.83672e-03	3.36859e-03	1.45871e-05	1.84813e-04	2.02706e-03	6.44287e-04	4.91695e-02	9.41106e-14	6.14200e-03	8.45308e-03	2.16381e+03	2.16374e+03	-1.70000e-07	-7.85645e-11	7.80019e-01	2.23339e-01	-2.00000e-08	-9.24327e-12	9.74119e-01	1.78838e-01
8.34300e+03	3.70142e+01	9.99735e+00	2.99463e+00	2.93857e-01	3.33903e-03	2.97197e-01	5.94394e-01	1.85236e-03	5.37330e-03	3.45706e-05	2.37011e-03	3.42758e-03	4.07001e-03	1.79885e-05	2.25789e-04	2.44518e-03	7.94333e-04	5.93691e-02	1.16218e-13	7.42000e-03	1.02121e-02	2.16383e+03	2.16374e+03	-1.80000e-07	-8.31853e-11	7.67081e-01	2.27161e-01	-2.00000e-08	-9.24326e-12	9.74119e-01	1.78880e-01
8.34200e+03	3.70098e+01	9.99689e+00	2.99371e+00	2.93299e-01	3.41165e-03	2.96711e-01	5.93422e-01	2.17209e-03	6.30041e-03	4.13730e-05	2.77497e-03	4.02019e-03	4.77345e-03	2.15336e-05	2.67765e-04	2.86311e-03	9.50647e-04	6.95851e-02	1.39319e-13	8.70000e-03	1.19758e-02	2.16384e+03	2.16374e+03	-1.80000e-07	-8.31846e-11	7.67083e-01	2.27215e-01	-2.00000e-08	-9.24325e-12	9.74119e-01	1.78923e-01
8.34100e+03	3.70053e+01	9.99644e+00	2.99278e+00	2.92738e-01	3.48587e-03	2.96224e-01	5.92448e-01	2.49259e-03	7.22966e-03	4.84565e-05	3.17955e-03	4.61454e-03	5.47887e-03	2.52266e-05	3.10757e-04	3.28081e-03	1.11338e-03	7.98142e-02	1.63439e-13	9.98300e-03	1.37441e-02	2.16386e+03	2.16374e+03	-1.70000e-07	-7.85626e-11	7.80025e-01	2.23498e-01	-2.00000e-08	-9.24324e-12	9.74119e-01	1.78966e-01
8.34000e+03	3.70009e+01	9.99597e+00	2.99185e+00	2.92174e-01	3.56170e-03	2.95736e-01	5.91472e-01	2.81380e-03	8.16087e-03	5.58285e-05	3.58374e-03	5.21052e-03	6.18615e-03	2.90719e-05	3.54774e-04	3.69819e-03	1.28279e-03	9.00593e-02	1.88621e-13	1.12690e-02	1.55167e-02	2.16388e+03	2.16374e+03	-1.80000e-07	-8.31832e-11	7.67087e-01	2.27323e-01	-3.00000e-08	-1.38648e-11	9.61178e-01	1.81419e-01
