Pbar	depth	H2O_melt	CO2_melt	S6+_melt	S2-_melt	Stot_melt	SO2_melt	H2Ogas	CO2gas	SO2gas	Sgas	mH2Ogas	mCO2gas	mSO2gas	mS2gas	mH2Sgas	mS_released	mSulfur_released	Spart	Exsolv_vol_wt	Gas_wt	RhoBulk	rhomelt	dd_dp_bulk	beta_bulk	rv_bulk	z_bulk	dd_dp_melt	beta_melt	rv_melt	z_melt
7.95555e+03	3.52953e+01	1.00000e+01	2.00000e+00	2.96759e-01	3.24126e-03	3.00000e-01	6.00000e-01	1.03465e-07	2.18135e-07	1.75593e-09	1.45157e-07	1.83928e-07	1.58736e-07	8.77795e-10	1.12862e-08	1.44051e-07	4.03786e-08	3.59295e-06	5.85197e-18	9.19000e-07	1.00000e-06	2.50725e+03	2.50725e+03	nan	nan	nan	nan	nan	nan	nan	nan
7.95500e+03	3.52928e+01	9.99993e+00	1.99989e+00	2.96665e-01	3.25367e-03	2.99919e-01	5.99838e-01	2.51979e-05	5.31226e-05	4.29115e-07	3.53412e-05	4.47958e-05	3.86587e-05	2.14524e-07	2.75393e-06	3.50726e-05	9.85976e-06	8.74206e-04	1.42934e-15	1.94000e-04	2.43536e-04	2.16798e+03	2.16798e+03	6.15510e-03	2.83908e-06	7.95042e+03	2.41073e-05	6.15512e-03	2.83910e-06	7.95047e+03	2.41071e-05
7.95400e+03	3.52884e+01	9.99941e+00	1.99915e+00	2.96010e-01	3.33744e-03	2.99348e-01	5.98696e-01	2.01310e-04	4.24404e-04	3.51242e-06	2.81863e-04	3.57994e-04	3.08947e-04	1.75648e-06	2.23002e-05	2.79764e-04	8.07048e-05	6.97981e-03	1.17221e-14	1.54600e-03	1.94584e-03	2.16799e+03	2.16798e+03	-8.00000e-08	-3.69005e-11	8.96679e-01	2.13802e-01	-1.00000e-08	-4.61259e-12	9.87085e-01	1.94220e-01
7.95300e+03	3.52839e+01	9.99903e+00	1.99861e+00	2.95526e-01	3.40055e-03	2.98927e-01	5.97854e-01	3.30989e-04	6.97773e-04	5.87837e-06	4.62829e-04	5.88737e-04	5.08063e-04	2.94032e-06	3.70280e-05	4.59433e-04	1.35069e-04	1.14705e-02	1.96461e-14	2.54200e-03	3.19946e-03	2.16799e+03	2.16798e+03	0.00000e+00	0.00000e+00	1.00000e+00	1.91760e-01	4.00000e-08	1.84504e-11	1.05166e+00	1.82340e-01
7.95200e+03	3.52795e+01	9.99865e+00	1.99806e+00	2.95040e-01	3.46490e-03	2.98505e-01	5.97010e-01	4.60916e-04	9.71653e-04	8.33247e-06	6.43669e-04	8.20034e-04	7.07645e-04	4.16881e-06	5.20731e-05	6.39017e-04	1.91454e-04	1.59650e-02	2.78872e-14	3.53900e-03	4.45564e-03	2.16799e+03	2.16797e+03	-1.00000e-08	-4.61256e-12	9.87085e-01	1.94318e-01	4.00000e-08	1.84504e-11	1.05166e+00	1.82386e-01
7.95100e+03	3.52751e+01	9.99827e+00	1.99751e+00	2.94552e-01	3.53048e-03	2.98082e-01	5.96164e-01	5.91082e-04	1.24602e-03	1.08770e-05	8.24363e-04	1.05186e-03	9.07679e-04	5.44317e-06	6.74385e-05	8.18493e-04	2.49925e-04	2.04639e-02	3.64561e-14	4.53900e-03	5.71428e-03	2.16799e+03	2.16797e+03	0.00000e+00	0.00000e+00	1.00000e+00	1.91856e-01	4.00000e-08	1.84505e-11	1.05166e+00	1.82431e-01
7.95000e+03	3.52706e+01	9.99788e+00	1.99696e+00	2.94061e-01	3.59731e-03	2.97659e-01	5.95318e-01	7.21478e-04	1.52085e-03	1.35144e-05	1.00489e-03	1.28422e-03	1.10815e-03	6.76456e-06	8.31279e-05	9.97845e-04	3.10519e-04	2.49657e-02	4.53599e-14	5.53900e-03	6.97528e-03	2.16799e+03	2.16797e+03	-1.00000e-08	-4.61256e-12	9.87085e-01	1.94415e-01	4.00000e-08	1.84505e-11	1.05166e+00	1.82477e-01
7.94900e+03	3.52662e+01	9.99750e+00	1.99641e+00	2.93569e-01	3.66541e-03	2.97234e-01	5.94468e-01	8.52086e-04	1.79612e-03	1.62468e-05	1.18523e-03	1.51706e-03	1.30902e-03	8.13423e-06	9.91445e-05	1.17705e-03	3.73311e-04	2.94713e-02	5.46111e-14	6.54200e-03	8.23853e-03	2.16799e+03	2.16796e+03	-1.00000e-08	-4.61256e-12	9.87085e-01	1.94464e-01	4.00000e-08	1.84505e-11	1.05166e+00	1.82523e-01
7.94800e+03	3.52618e+01	9.99712e+00	1.99586e+00	2.93074e-01	3.73479e-03	2.96809e-01	5.93618e-01	9.82898e-04	2.07179e-03	1.90767e-05	1.36536e-03	1.75038e-03	1.51030e-03	9.55332e-06	1.15491e-04	1.35607e-03	4.38330e-04	3.39786e-02	6.42151e-14	7.54600e-03	9.50390e-03	2.16799e+03	2.16796e+03	-1.00000e-08	-4.61255e-12	9.87085e-01	1.94513e-01	4.00000e-08	1.84506e-11	1.05166e+00	1.82569e-01
7.94700e+03	3.52573e+01	9.99673e+00	1.99531e+00	2.92577e-01	3.80545e-03	2.96382e-01	5.92764e-01	1.11390e-03	2.34785e-03	2.20063e-05	1.54525e-03	1.98415e-03	1.71196e-03	1.10231e-05	1.32170e-04	1.53491e-03	5.05642e-04	3.84881e-02	7.41840e-14	8.55100e-03	1.07713e-02	2.16800e+03	2.16795e+03	-1.00000e-08	-4.61255e-12	9.87085e-01	1.94562e-01	4.00000e-08	1.84506e-11	1.05166e+00	1.82615e-01
