Pbar	depth	H2O_melt	CO2_melt	S6+_melt	S2-_melt	Stot_melt	SO2_melt	H2Ogas	CO2gas	SO2gas	Sgas	mH2Ogas	mCO2gas	mSO2gas	mS2gas	mH2Sgas	mS_released	mSulfur_released	Spart	Exsolv_vol_wt	Gas_wt	RhoBulk	rhomelt	dd_dp_bulk	beta_bulk	rv_bulk	z_bulk	dd_dp_melt	beta_melt	rv_melt	z_melt
6.22908e+03	2.76357e+01	5.00000e+00	2.00000e+00	1.77012e-01	2.98835e-03	1.80000e-01	3.60000e-01	8.94824e-08	7.68110e-07	3.03778e-09	1.10670e-07	1.88898e-07	6.63755e-07	1.80333e-09	1.23700e-08	1.29413e-07	6.98553e-08	2.78104e-06	1.68733e-17	9.76000e-07	1.00000e-06	2.47532e+03	2.47532e+03	nan	nan	nan	nan	nan	nan	nan	nan
6.22900e+03	2.76353e+01	4.99999e+00	1.99997e+00	1.77005e-01	2.98930e-03	1.79995e-01	3.59990e-01	3.63873e-06	3.12341e-05	1.23563e-07	4.50015e-06	7.68137e-06	2.69907e-05	7.33508e-08	5.03087e-07	5.26225e-06	2.83914e-06	1.12997e-04	6.85801e-16	3.60000e-05	4.06637e-05	2.26827e+03	2.26827e+03	2.55305e-02	1.12554e-05	3.15162e+04	9.91855e-06	2.55306e-02	1.12555e-05	3.15165e+04	9.91848e-06
6.22800e+03	2.76309e+01	4.99981e+00	1.99895e+00	1.76802e-01	3.01824e-03	1.79820e-01	3.59640e-01	1.22548e-04	1.05169e-03	4.19935e-06	1.51443e-04	2.58710e-04	9.08850e-04	2.49298e-06	1.70204e-05	1.77074e-04	9.64889e-05	3.80438e-03	2.33301e-14	1.22500e-03	1.36928e-03	2.26828e+03	2.26827e+03	-7.00000e-08	-3.08603e-11	9.13591e-01	3.42271e-01	-3.00000e-08	-1.32259e-11	9.62967e-01	3.24721e-01
6.22700e+03	2.76264e+01	4.99963e+00	1.99797e+00	1.76608e-01	3.04598e-03	1.79654e-01	3.59308e-01	2.35767e-04	2.02289e-03	8.14871e-06	2.91143e-04	4.97747e-04	1.74820e-03	4.83774e-06	3.28858e-05	3.40387e-04	1.87231e-04	7.31685e-03	4.53132e-14	2.35600e-03	2.63390e-03	2.26828e+03	2.26827e+03	-7.00000e-08	-3.08603e-11	9.13591e-01	3.42381e-01	-1.00000e-08	-4.40864e-12	9.87656e-01	3.16706e-01
6.22600e+03	2.76220e+01	4.99945e+00	1.99700e+00	1.76413e-01	3.07389e-03	1.79487e-01	3.58974e-01	3.48970e-04	2.99352e-03	1.21650e-05	4.30615e-04	7.36769e-04	2.58714e-03	7.22245e-06	4.88841e-05	5.03403e-04	2.79518e-04	1.08269e-02	6.77119e-14	3.48700e-03	3.89794e-03	2.26829e+03	2.26827e+03	-6.00000e-08	-2.64516e-11	9.25936e-01	3.37925e-01	-1.00000e-08	-4.40864e-12	9.87656e-01	3.16807e-01
6.22500e+03	2.76176e+01	4.99927e+00	1.99603e+00	1.76219e-01	3.10196e-03	1.79321e-01	3.58642e-01	4.62158e-04	3.96360e-03	1.62488e-05	5.69864e-04	9.75778e-04	3.42567e-03	9.64738e-06	6.50151e-05	6.66125e-04	3.73345e-04	1.43339e-02	9.05262e-14	4.61700e-03	5.16140e-03	2.26830e+03	2.26828e+03	-7.00000e-08	-3.08601e-11	9.13592e-01	3.42601e-01	-2.00000e-08	-8.81727e-12	9.75312e-01	3.20920e-01
6.22400e+03	2.76131e+01	4.99909e+00	1.99506e+00	1.76024e-01	3.13021e-03	1.79154e-01	3.58308e-01	5.75331e-04	4.93312e-03	2.04005e-05	7.08883e-04	1.21478e-03	4.26378e-03	1.21129e-05	8.12786e-05	8.28551e-04	4.68747e-04	1.78387e-02	1.13766e-13	5.74800e-03	6.42427e-03	2.26830e+03	2.26828e+03	-6.00000e-08	-2.64514e-11	9.25936e-01	3.38142e-01	-1.00000e-08	-4.40863e-12	9.87656e-01	3.17011e-01
6.22300e+03	2.76087e+01	4.99891e+00	1.99408e+00	1.75829e-01	3.15862e-03	1.78988e-01	3.57976e-01	6.88485e-04	5.90207e-03	2.46208e-05	8.47673e-04	1.45376e-03	5.10146e-03	1.46193e-05	9.76744e-05	9.90672e-04	5.65709e-04	2.13402e-02	1.37428e-13	6.87800e-03	7.68654e-03	2.26831e+03	2.26828e+03	-7.00000e-08	-3.08599e-11	9.13592e-01	3.42821e-01	-1.00000e-08	-4.40863e-12	9.87656e-01	3.17113e-01
6.22200e+03	2.76043e+01	4.99873e+00	1.99311e+00	1.75634e-01	3.18720e-03	1.78822e-01	3.57644e-01	8.01621e-04	6.87043e-03	2.89098e-05	9.86233e-04	1.69271e-03	5.93871e-03	1.71667e-05	1.14201e-04	1.15250e-03	6.64269e-04	2.48397e-02	1.61523e-13	8.00800e-03	8.94819e-03	2.26832e+03	2.26828e+03	-6.00000e-08	-2.64513e-11	9.25936e-01	3.38359e-01	-1.00000e-08	-4.40863e-12	9.87656e-01	3.17215e-01
6.22100e+03	2.75998e+01	4.99855e+00	1.99214e+00	1.75439e-01	3.21594e-03	1.78655e-01	3.57310e-01	9.14735e-04	7.83819e-03	3.32683e-05	1.12456e-03	1.93164e-03	6.77551e-03	1.97556e-05	1.30859e-04	1.31402e-03	7.64405e-04	2.83355e-02	1.86048e-13	9.13800e-03	1.02092e-02	2.26832e+03	2.26828e+03	-7.00000e-08	-3.08597e-11	9.13593e-01	3.43041e-01	-1.00000e-08	-4.40862e-12	9.87656e-01	3.17317e-01
