Pbar	depth	H2O_melt	CO2_melt	S6+_melt	S2-_melt	Stot_melt	SO2_melt	H2Ogas	CO2gas	SO2gas	Sgas	mH2Ogas	mCO2gas	mSO2gas	mS2gas	mH2Sgas	mS_released	mSulfur_released	Spart	Exsolv_vol_wt	Gas_wt	RhoBulk	rhomelt	dd_dp_bulk	beta_bulk	rv_bulk	z_bulk	dd_dp_melt	beta_melt	rv_melt	z_melt
7.95555e+03	3.52953e+01	1.00000e+01	2.00000e+00	2.96759e-01	3.24126e-03	3.00000e-01	6.00000e-01	3.10395e-07	6.54405e-07	5.26780e-09	4.35470e-07	5.51785e-07	4.76208e-07	2.63338e-09	3.38587e-08	4.32153e-07	1.21136e-07	1.07788e-05	1.75559e-17	9.19000e-07	1.00000e-06	2.50725e+03	2.50725e+03	nan	nan	nan	nan	nan	nan	nan	nan
7.95500e+03	3.52928e+01	9.99993e+00	1.99989e+00	2.96665e-01	3.25367e-03	2.99919e-01	5.99838e-01	7.55938e-05	1.59368e-04	1.28735e-06	1.06023e-04	1.34387e-04	1.15976e-04	6.43571e-07	8.26179e-06	1.05218e-04	2.95793e-05	2.62262e-03	4.28802e-15	1.94000e-04	2.43536e-04	2.16798e+03	2.16798e+03	6.15508e-03	2.83905e-06	7.95035e+03	2.41075e-05	6.15512e-03	2.83910e-06	7.95047e+03	2.41071e-05
7.95400e+03	3.52884e+01	9.99941e+00	1.99915e+00	2.96010e-01	3.33744e-03	2.99348e-01	5.98696e-01	6.03929e-04	1.27321e-03	1.05372e-05	8.45589e-04	1.07398e-03	9.26841e-04	5.26944e-06	6.69006e-05	8.39292e-04	2.42114e-04	2.09394e-02	3.51662e-14	1.54600e-03	1.94584e-03	2.16801e+03	2.16798e+03	-2.10000e-07	-9.68628e-11	7.28784e-01	2.63057e-01	-1.00000e-08	-4.61259e-12	9.87085e-01	1.94220e-01
7.95300e+03	3.52839e+01	9.99903e+00	1.99861e+00	2.95526e-01	3.40055e-03	2.98927e-01	5.97854e-01	9.92967e-04	2.09332e-03	1.76351e-05	1.38849e-03	1.76621e-03	1.52419e-03	8.82096e-06	1.11084e-04	1.37830e-03	4.05207e-04	3.44114e-02	5.89383e-14	2.54200e-03	3.19946e-03	2.16801e+03	2.16798e+03	-1.00000e-07	-4.61249e-11	8.70850e-01	2.20198e-01	4.00000e-08	1.84504e-11	1.05166e+00	1.82340e-01
7.95200e+03	3.52795e+01	9.99865e+00	1.99806e+00	2.95040e-01	3.46490e-03	2.98505e-01	5.97010e-01	1.38275e-03	2.91496e-03	2.49974e-05	1.93101e-03	2.46010e-03	2.12293e-03	1.25064e-05	1.56219e-04	1.91705e-03	5.74362e-04	4.78950e-02	8.36615e-14	3.53900e-03	4.45564e-03	2.16803e+03	2.16797e+03	-1.00000e-07	-4.61247e-11	8.70851e-01	2.20253e-01	4.00000e-08	1.84504e-11	1.05166e+00	1.82386e-01
7.95100e+03	3.52751e+01	9.99827e+00	1.99751e+00	2.94552e-01	3.53048e-03	2.98082e-01	5.96164e-01	1.77325e-03	3.73806e-03	3.26311e-05	2.47309e-03	3.15559e-03	2.72304e-03	1.63295e-05	2.02316e-04	2.45548e-03	7.49775e-04	6.13917e-02	1.09368e-13	4.53900e-03	5.71428e-03	2.16803e+03	2.16797e+03	-1.00000e-07	-4.61245e-11	8.70851e-01	2.20309e-01	4.00000e-08	1.84505e-11	1.05166e+00	1.82431e-01
7.95000e+03	3.52706e+01	9.99788e+00	1.99696e+00	2.94061e-01	3.59731e-03	2.97659e-01	5.95318e-01	2.16443e-03	4.56256e-03	4.05432e-05	3.01468e-03	3.85265e-03	3.32444e-03	2.02937e-05	2.49384e-04	2.99354e-03	9.31558e-04	7.48971e-02	1.36080e-13	5.53900e-03	6.97528e-03	2.16805e+03	2.16797e+03	-1.10000e-07	-5.07367e-11	8.57937e-01	2.23681e-01	4.00000e-08	1.84505e-11	1.05166e+00	1.82477e-01
7.94900e+03	3.52662e+01	9.99750e+00	1.99641e+00	2.93569e-01	3.66541e-03	2.97234e-01	5.94468e-01	2.55626e-03	5.38836e-03	4.87405e-05	3.55569e-03	4.55118e-03	3.92707e-03	2.44027e-05	2.97434e-04	3.53114e-03	1.11993e-03	8.84140e-02	1.63833e-13	6.54200e-03	8.23853e-03	2.16806e+03	2.16796e+03	-1.00000e-07	-4.61240e-11	8.70853e-01	2.20419e-01	4.00000e-08	1.84505e-11	1.05166e+00	1.82523e-01
7.94800e+03	3.52618e+01	9.99712e+00	1.99586e+00	2.93074e-01	3.73479e-03	2.96809e-01	5.93618e-01	2.94869e-03	6.21538e-03	5.72301e-05	4.09607e-03	5.25113e-03	4.53091e-03	2.86600e-05	3.46473e-04	4.06822e-03	1.31499e-03	1.01936e-01	1.92645e-13	7.54600e-03	9.50390e-03	2.16807e+03	2.16796e+03	-1.10000e-07	-5.07362e-11	8.57939e-01	2.23793e-01	4.00000e-08	1.84506e-11	1.05166e+00	1.82569e-01
7.94700e+03	3.52573e+01	9.99673e+00	1.99531e+00	2.92577e-01	3.80545e-03	2.96382e-01	5.92764e-01	3.34169e-03	7.04356e-03	6.60189e-05	4.63576e-03	5.95245e-03	5.13589e-03	3.30694e-05	3.96509e-04	4.60473e-03	1.51693e-03	1.15464e-01	2.22552e-13	8.55100e-03	1.07713e-02	2.16808e+03	2.16795e+03	-1.00000e-07	-4.61236e-11	8.70854e-01	2.20530e-01	4.00000e-08	1.84506e-11	1.05166e+00	1.82615e-01
7.94600e+03	3.52529e+01	9.99635e+00	1.99476e+00	2.92078e-01	3.87742e-03	2.95955e-01	5.91910e-01	3.73523e-03	7.87280e-03	7.51140e-05	5.17469e-03	6.65506e-03	5.74194e-03	3.76344e-05	4.47553e-04	5.14060e-03	1.72590e-03	1.28998e-01	2.53579e-13	9.55800e-03	1.20406e-02	2.16809e+03	2.16795e+03	-1.10000e-07	-5.07357e-11	8.57940e-01	2.23906e-01	4.00000e-08	1.84506e-11	1.05166e+00	1.82661e-01
