Pbar	depth	H2O_melt	CO2_melt	S6+_melt	S2-_melt	Stot_melt	SO2_melt	H2Ogas	CO2gas	SO2gas	Sgas	mH2Ogas	mCO2gas	mSO2gas	mS2gas	mH2Sgas	mS_released	mSulfur_released	Spart	Exsolv_vol_wt	Gas_wt	RhoBulk	rhomelt	dd_dp_bulk	beta_bulk	rv_bulk	z_bulk	dd_dp_melt	beta_melt	rv_melt	z_melt
7.95555e+03	3.52953e+01	1.00000e+01	2.00000e+00	2.96759e-01	3.24126e-03	3.00000e-01	6.00000e-01	2.06930e-07	4.36270e-07	3.51187e-09	2.90313e-07	3.67857e-07	3.17472e-07	1.75559e-09	2.25725e-08	2.88102e-07	8.07571e-08	7.18589e-06	1.17039e-17	9.19000e-07	1.00000e-06	2.50725e+03	2.50725e+03	nan	nan	nan	nan	nan	nan	nan	nan
7.95500e+03	3.52928e+01	9.99993e+00	1.99989e+00	2.96665e-01	3.25367e-03	2.99919e-01	5.99838e-01	5.03959e-05	1.06245e-04	8.58231e-07	7.06823e-05	8.95915e-05	7.73173e-05	4.29047e-07	5.50786e-06	7.01452e-05	1.97195e-05	1.74841e-03	2.85868e-15	1.94000e-04	2.43536e-04	2.16798e+03	2.16798e+03	6.15508e-03	2.83906e-06	7.95037e+03	2.41075e-05	6.15512e-03	2.83910e-06	7.95047e+03	2.41071e-05
7.95400e+03	3.52884e+01	9.99941e+00	1.99915e+00	2.96010e-01	3.33744e-03	2.99348e-01	5.98696e-01	4.02620e-04	8.48808e-04	7.02483e-06	5.63726e-04	7.15987e-04	6.17894e-04	3.51296e-06	4.46004e-05	5.59528e-04	1.61410e-04	1.39596e-02	2.34441e-14	1.54600e-03	1.94584e-03	2.16800e+03	2.16798e+03	-1.40000e-07	-6.45756e-11	8.19188e-01	2.34026e-01	-1.00000e-08	-4.61259e-12	9.87085e-01	1.94220e-01
7.95300e+03	3.52839e+01	9.99903e+00	1.99861e+00	2.95526e-01	3.40055e-03	2.98927e-01	5.97854e-01	6.61978e-04	1.39555e-03	1.17567e-05	9.25658e-04	1.17747e-03	1.01613e-03	5.88064e-06	7.40560e-05	9.18866e-04	2.70138e-04	2.29409e-02	3.92922e-14	2.54200e-03	3.19946e-03	2.16800e+03	2.16798e+03	-5.00000e-08	-2.30626e-11	9.35425e-01	2.04997e-01	4.00000e-08	1.84504e-11	1.05166e+00	1.82340e-01
7.95200e+03	3.52795e+01	9.99865e+00	1.99806e+00	2.95040e-01	3.46490e-03	2.98505e-01	5.97010e-01	9.21832e-04	1.94331e-03	1.66649e-05	1.28734e-03	1.64007e-03	1.41529e-03	8.33762e-06	1.04146e-04	1.27803e-03	3.82908e-04	3.19300e-02	5.57743e-14	3.53900e-03	4.45564e-03	2.16801e+03	2.16797e+03	-5.00000e-08	-2.30626e-11	9.35425e-01	2.05049e-01	4.00000e-08	1.84504e-11	1.05166e+00	1.82386e-01
7.95100e+03	3.52751e+01	9.99827e+00	1.99751e+00	2.94552e-01	3.53048e-03	2.98082e-01	5.96164e-01	1.18216e-03	2.49204e-03	2.17541e-05	1.64873e-03	2.10373e-03	1.81536e-03	1.08863e-05	1.34877e-04	1.63699e-03	4.99850e-04	4.09278e-02	7.29123e-14	4.53900e-03	5.71428e-03	2.16801e+03	2.16797e+03	-6.00000e-08	-2.76750e-11	9.22510e-01	2.07972e-01	4.00000e-08	1.84505e-11	1.05166e+00	1.82431e-01
7.95000e+03	3.52706e+01	9.99788e+00	1.99696e+00	2.94061e-01	3.59731e-03	2.97659e-01	5.95318e-01	1.44296e-03	3.04170e-03	2.70288e-05	2.00978e-03	2.56843e-03	2.21629e-03	1.35291e-05	1.66256e-04	1.99569e-03	6.21039e-04	4.99314e-02	9.07198e-14	5.53900e-03	6.97528e-03	2.16802e+03	2.16797e+03	-5.00000e-08	-2.30625e-11	9.35425e-01	2.05152e-01	4.00000e-08	1.84505e-11	1.05166e+00	1.82477e-01
7.94900e+03	3.52662e+01	9.99750e+00	1.99641e+00	2.93569e-01	3.66541e-03	2.97234e-01	5.94468e-01	1.70417e-03	3.59224e-03	3.24937e-05	2.37046e-03	3.03412e-03	2.61805e-03	1.62685e-05	1.98289e-04	2.35409e-03	7.46623e-04	5.89427e-02	1.09222e-13	6.54200e-03	8.23853e-03	2.16803e+03	2.16796e+03	-6.00000e-08	-2.76749e-11	9.22510e-01	2.08076e-01	4.00000e-08	1.84505e-11	1.05166e+00	1.82523e-01
7.94800e+03	3.52618e+01	9.99712e+00	1.99586e+00	2.93074e-01	3.73479e-03	2.96809e-01	5.93618e-01	1.96580e-03	4.14359e-03	3.81534e-05	2.73072e-03	3.50075e-03	3.02061e-03	1.91066e-05	2.30982e-04	2.71215e-03	8.76659e-04	6.79573e-02	1.28430e-13	7.54600e-03	9.50390e-03	2.16803e+03	2.16796e+03	-6.00000e-08	-2.76748e-11	9.22511e-01	2.08129e-01	4.00000e-08	1.84506e-11	1.05166e+00	1.82569e-01
7.94700e+03	3.52573e+01	9.99673e+00	1.99531e+00	2.92577e-01	3.80545e-03	2.96382e-01	5.92764e-01	2.22780e-03	4.69571e-03	4.40126e-05	3.09050e-03	3.96830e-03	3.42393e-03	2.20463e-05	2.64340e-04	3.06982e-03	1.01128e-03	7.69762e-02	1.48368e-13	8.55100e-03	1.07713e-02	2.16804e+03	2.16795e+03	-5.00000e-08	-2.30623e-11	9.35426e-01	2.05307e-01	4.00000e-08	1.84506e-11	1.05166e+00	1.82615e-01
